,name,rating,avg_salary,jobs,benefits,type_of_company,team_size,how_old,city,positives,negatives
3077,Altruist Customer Management India,3.5,1200,0,20,BPO,10.0,14,Panchkula,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
3078,HDFC Home Loan,4.1,1200,0,25,NBFC,1.0,46,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
3079,IKF Finance,3.9,984,17,16,NBFC,1.0,33,Hyderabad/secunderabad,['nan'],['nan']
3080,Magic Software,3.3,2200,14,24,IT Services & Consulting,201.0,34,Laguna,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
3081,Eastern Condiments,4.3,905,3,23,FMCG,1.0,41,Idukki,"['Company Culture', ' Work Satisfaction', ' Work Life Balance']",['nan']
3082,Zydex Industries,4.0,973,2,33,Chemicals,501.0,27,Vadodara/baroda,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
3083,ICRA,3.2,1700,77,33,Financial Services,201.0,33,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
3084,Sabre,3.9,2400,12,41,Software Product,1.0,64,Southlake,"['Work Life Balance', ' Company Culture', ' Salary & Benefits']","['Job Security', ' Promotions / Appraisal']"
3085,Visa,4.1,3500,7,41,FinTech,1.0,66,Foster city,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
3086,Cordova Publication,3.4,742,0,27,Printing & Publishing,1.0,15,New delhi,['nan'],"['Job Security', ' Company Culture', ' Promotions / Appraisal']"
3087,MapmyIndia,3.7,1600,1,24,Software Product,201.0,32,New delhi,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
3088,Hollister Medical,4.1,865,0,44,Medical Equipment,51.0,103,Illinois,"['Company Culture', ' Job Security', ' Work Life Balance']",['Promotions / Appraisal']
3089,HiyaMee Private Limited,3.2,1800,54,19,Recruitment,501.0,8,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
3090,Ang India,4.0,876,3,18,Consumer Electronics & Appliances,201.0,46,Noida,"['Skill Development / Learning', ' Work Life Balance', ' Company Culture']",['nan']
3091,Nidec Corporation,3.8,1300,2,38,Industrial Machinery,501.0,51,Kyoto,['Job Security'],['nan']
3092,Thomson Digital,3.9,849,17,15,Printing & Publishing,201.0,62,Noida,"['Salary & Benefits', ' Skill Development / Learning', ' Work Life Balance']",['nan']
3093,MT Educare,3.3,977,3,21,Education & Training,201.0,36,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
3094,Mobikwik,3.3,1900,288,28,FinTech,501.0,15,Mumbai,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
3095,Hexagon Capability Center,4.1,2400,34,62,IT Services & Consulting,1.0,37,Hyderabad/secunderabad,"['Work Life Balance', ' Job Security', ' Company Culture']",['nan']
3096,Patil Group,4.1,1300,21,43,Engineering & Construction,11.0,91,Hyderabad/secunderabad,"['Skill Development / Learning', ' Work Life Balance', ' Company Culture']",['nan']
3097,Sub-K IMPACT Solutions,4.1,789,16,33,Financial Services,1.0,14,Hyderabad/secunderabad,"['Company Culture', ' Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
3098,Aeries Technology,3.5,1800,279,37,IT Services & Consulting,501.0,12,Hyderabad/secunderabad,['nan'],"['Skill Development / Learning', ' Promotions / Appraisal', ' Job Security']"
3099,Uneecops Technologies,4.1,1700,4,34,IT Services & Consulting,501.0,29,Mumbai,"['Job Security', ' Company Culture', ' Work Satisfaction']",['nan']
3100,Watertec India,4.2,1100,3,28,Building Material,1.0,27,Pune,"['Work Life Balance', ' Job Security', ' Company Culture']",['nan']
3101,Eastman Chemical Company,4.3,753,18,126,Chemicals,501.0,74,Hyderabad/secunderabad,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
3102,Ubisoft Entertainment,4.1,1800,4,50,Gaming,1.0,38,Pune,"['Work Life Balance', ' Job Security', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
3103,CPM India Sales & Marketing,4.1,1100,16,28,Marketing & Advertising,501.0,16,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
3104,Imarque Solutions,3.3,1100,20,14,BPO,201.0,20,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
3105,Eastman Auto and Power Limited,3.8,1400,4,16,Electrical Equipment,1.0,22,Gurgaon/gurugram,['nan'],"['Company Culture', ' Job Security', ' Skill Development / Learning']"
3106,GM Modular,3.8,1300,31,38,Electrical Equipment,501.0,24,Mumbai,"['Job Security', ' Work Life Balance']",['Promotions / Appraisal']
3107,Nexval Infotech,3.2,1000,1,32,IT Services & Consulting,501.0,15,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
3108,Al Tasnim Enterprises,3.9,1300,0,32,Engineering & Construction,201.0,48,Mumbai,['Work Life Balance'],['Promotions / Appraisal']
3109,East India Udyog,3.9,1000,2,26,Electrical Equipment,201.0,58,Ghaziabad,['nan'],"['Job Security', ' Promotions / Appraisal']"
3110,Andromeda Sales And Distribution,3.0,1300,12,19,Financial Services,1.0,33,Mumbai,['nan'],"['Job Security', ' Salary & Benefits', ' Work Satisfaction']"
3111,Allanasons,3.8,1100,31,41,Food Processing,1.0,159,Mumbai,['nan'],"['Company Culture', ' Promotions / Appraisal', ' Work Satisfaction']"
3112,Nitco,4.3,1400,0,28,Building Material,1.0,71,Mumbai,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
3113,Allanasons,3.8,1100,31,41,Food Processing,1.0,159,Mumbai,['nan'],"['Company Culture', ' Promotions / Appraisal', ' Work Satisfaction']"
3114,CSC,3.9,1100,1,1,,,,Noida,"['Work Life Balance', ' Work Satisfaction', ' Skill Development / Learning']",['nan']
3115,Watertec India,4.2,1100,3,28,Building Material,1.0,27,Coimbatore,"['Work Life Balance', ' Job Security', ' Company Culture']",['nan']
3116,Sureti Insurance Marketing,4.3,95,7,14,Insurance,51.0,,Coimbatore,"['Work Life Balance', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
3117,Copeland,4.0,1200,229,1,,,,Pune,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
3118,Mahindra Lifespace Developers,4.2,1200,3,49,Real Estate,201.0,30,Mumbai,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
3119,Hofincons Infotech & Industrial Services,3.7,830,0,28,Industrial Machinery,501.0,,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
3120,Nabard Financial Services,4.2,731,3,17,NBFC,1.0,15,Bengaluru,"['Company Culture', ' Salary & Benefits', ' Work Life Balance']",['nan']
3121,SALARPURIA SATTVA,4.2,1300,1,23,Real Estate,1.0,38,Bengaluru,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
3122,VGN Projects Estates,4.3,944,4,89,Real Estate,1.0,82,Chennai,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['nan']
3123,Apollo Clinic,3.8,927,0,20,Healthcare,201.0,22,Hyderabad,['nan'],['Promotions / Appraisal']
3124,LANXESS India Private Limited,4.1,1100,0,43,Chemicals,501.0,20,Cologne,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
3125,Aptus Value Housing Finance India,4.2,916,1,32,NBFC,1.0,15,Chennai,"['Work Life Balance', ' Work Satisfaction', ' Company Culture']",['nan']
3126,Baramati Agro,3.9,1200,0,29,FMCG,1.0,36,Pune,['nan'],['Promotions / Appraisal']
3127,ArcGate,3.7,943,13,23,IT Services & Consulting,1.0,19,Udaipur,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']"
3128,Shree Baidyanath Ayurved Bhawan,3.6,1200,6,21,Pharma,501.0,107,Allahabad/prayagraj,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Company Culture']"
3129,Diverse Lynx,3.9,1500,3500,7,IT Services & Consulting,51.0,22,Princeton,['Work Life Balance'],['nan']
3130,Associated Road Carriers,4.1,924,7,15,Urban Transport,1.0,52,Hyderabad/secunderabad,"['Job Security', ' Salary & Benefits']",['Promotions / Appraisal']
3131,Bombay Intelligence Security,3.8,684,11,29,Law Enforcement & Security,51.0,48,Mumbai,['Skill Development / Learning'],['Promotions / Appraisal']
3132,Suburban Diagnostics,3.9,1000,0,29,Healthcare,201.0,30,Mumbai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits']"
3133,HungerBox,3.9,1200,5,33,Internet,501.0,8,Bengaluru,"['Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
3134,Vayam Info Solutions,3.8,972,0,20,Recruitment,201.0,14,Noida,['Company Culture'],"['Promotions / Appraisal', ' Salary & Benefits']"
3135,Reliance BP Mobility,3.5,1100,5,23,Oil & Gas,50.0,,Navi mumbai,['Job Security'],"['Promotions / Appraisal', ' Work Satisfaction', ' Work Life Balance']"
3136,Richa Global Export,4.0,1300,0,19,Fashion & Textile,10.0,33,Gurgaon/gurugram,"['Skill Development / Learning', ' Company Culture']",['Promotions / Appraisal']
3137,Danfoss Power Solutions,4.0,1100,0,23,Power,51.0,,Nordborg,"['Company Culture', ' Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
3138,Solartis Technology Services,3.7,1700,0,24,IT Services & Consulting,51.0,20,Manhattan,['Job Security'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']"
3139,Zebronics,3.7,1100,12,21,Consumer Electronics & Appliances,1.0,27,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
3140,AVIOM,4.2,841,1,14,NBFC,201.0,8,New delhi,"['Work Life Balance', ' Salary & Benefits', ' Company Culture']",['nan']
3141,MMC Infotech Services,3.4,1000,31,12,IT Services & Consulting,201.0,34,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
3142,Tega Industries,3.7,1300,0,35,Industrial Machinery,501.0,48,Kolkata,"['Job Security', ' Skill Development / Learning']","['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
3143,Millennium Engineers & Contractors,3.9,865,0,35,Engineering & Construction,11.0,25,Pune,"['Skill Development / Learning', ' Salary & Benefits', ' Job Security']",['nan']
3144,CESC,3.7,1300,0,41,Power,5.0,125,Kolkata,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
3145,ZF Friedrichshafen,4.0,1300,0,17,Auto Components,10.0,109,Friedrichshafen,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
3146,Vascon Engineers,3.7,1100,9,11,Real Estate,501.0,38,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
3147,Military Engineer Services,4.5,624,0,31,Engineering & Construction,51.0,101,New delhi,"['Job Security', ' Work Life Balance', ' Work Satisfaction']",['nan']
3148,Bluestone.com,3.7,1300,23,18,Jewellery,501.0,13,Bengaluru,['nan'],"['Promotions / Appraisal', ' Job Security', ' Company Culture']"
3149,TowerVision India,4.1,1000,0,32,Telecom,501.0,18,Chennai,"['Work Life Balance', ' Salary & Benefits']",['Promotions / Appraisal']
3150,ISS SDB Security Services,4.4,651,0,22,Facility Management Services,1.0,14,Mumbai,"['Skill Development / Learning', ' Work Life Balance', ' Job Security']",['nan']
3151,Cactus Communications,3.7,1500,11,42,Software Product,1.0,22,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
3152,Berkadia,4.0,1900,14,37,Real Estate,501.0,15,New delhi,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
3153,Zebronics,3.7,1100,12,21,Consumer Electronics & Appliances,1.0,27,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
3154,Signode,4.1,1400,1,37,,501.0,111,Glenview,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
3155,Nyati Group,4.2,1100,1,25,Real Estate,501.0,27,Pune,"['Job Security', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
3156,DigiCall Teleservices,3.9,474,0,25,Telecom,501.0,29,Johannesburg,['nan'],['nan']
3157,Xanadu,3.6,1600,0,31,Real Estate,501.0,9,Mumbai,['nan'],"['Work Life Balance', ' Promotions / Appraisal']"
3158,Aliens Group,3.5,1300,219,65,Real Estate,501.0,20,Hyderabad/secunderabad,['nan'],"['Work Life Balance', ' Promotions / Appraisal', ' Company Culture']"
3159,Adani Capital,4.2,989,8,23,NBFC,1.0,7,Mumbai,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
3160,Akbar Travels,4.3,1000,1,14,Travel & Tourism,1.0,46,Mumbai,"['Work Satisfaction', ' Skill Development / Learning', ' Company Culture']",['nan']
3161,Milkbasket,3.7,1400,80,17,Internet,501.0,9,Gurgaon,['nan'],"['Promotions / Appraisal', ' Job Security']"
3162,Huntsman International,4.3,1200,5,43,Chemicals,501.0,54,Texas,"['Work Life Balance', ' Salary & Benefits', ' Company Culture']",['nan']
3163,Tessolve Semiconductor,3.7,2100,101,16,Semiconductors,1.0,20,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
3164,Madras Radiators and Pressings Limited,4.0,329,0,19,Auto Components,501.0,61,Coimbatore,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['nan']
3165,e-Zest,4.0,3100,38,24,IT Services & Consulting,1.0,24,Pune,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
3166,Onida,3.8,787,1,20,Consumer Electronics & Appliances,1.0,43,Mumbai,['Work Life Balance'],"['Promotions / Appraisal', ' Salary & Benefits']"
3167,Azure Power,3.9,1300,8,41,Power,501.0,16,New delhi,['nan'],['Job Security']
3168,Treebo Hotels,3.6,1500,33,42,Internet,51.0,9,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Skill Development / Learning']"
3169,Vision India Services,3.3,1100,8,22,Recruitment,51.0,16,New delhi,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
3170,Walplast Products,3.9,1200,7,32,Engineering & Construction,201.0,20,Navi Mumbai,['nan'],['Promotions / Appraisal']
3171,Arjas Steel,4.2,1100,7,34,Iron & Steel,501.0,31,Bengaluru,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
3172,Thyssenkrupp Industrial Solutions,4.0,1300,0,29,Industrial Machinery,1.0,165,Essen,"['Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
3173,MIOT INTERNATIONAL,3.8,1100,27,19,Healthcare,501.0,25,Chennai,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
3174,Thyssenkrupp Industrial Solutions,4.0,1300,0,29,Industrial Machinery,1.0,165,Essen,"['Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
3175,ABI Showatech,4.0,1000,0,33,Auto Components,1.0,33,Chennai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits']"
3176,Sj Contracts,4.3,971,2,27,Engineering & Construction,501.0,34,Pune,"['Job Security', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
3177,NVH India Auto Parts,3.6,1200,0,47,Auto Components,201.0,40,Buk-gu,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
3178,Apcer Life Sciences,3.5,1100,0,19,Clinical Research,51.0,17,Princeton,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
3179,Laser Power & Infra,3.3,1100,0,24,Electrical Equipment,1.0,36,Kolkata,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
3180,Emblix Solutions,4.9,93,19,46,IT Services & Consulting,51.0,12,Hyderabad/secunderabad,"['Company Culture', ' Work Satisfaction', ' Skill Development / Learning']",['nan']
3181,DSV - Global Transport and Logistics,4.0,1500,13,33,Logistics,501.0,48,Hedehusene,"['Salary & Benefits', ' Skill Development / Learning', ' Company Culture']",['nan']
3182,ACG Worldwide,4.1,1500,2,34,Pharma,1.0,63,Mumbai,"['Salary & Benefits', ' Job Security', ' Work Life Balance']",['nan']
3183,Jubilant Biosys,3.8,1300,0,37,Biotechnology,1.0,24,Noida,['Job Security'],['Promotions / Appraisal']
3184,Moody's Analytics,3.7,2800,32,23,Analytics & KPO,501.0,17,New delhi,"['Work Life Balance', ' Job Security']","['Promotions / Appraisal', ' Work Satisfaction', ' Skill Development / Learning']"
3185,Ugro Capital,3.8,1200,8,24,NBFC,1.0,31,Mumbai,['Salary & Benefits'],['nan']
3186,VFISLK,4.0,1300,28,19,,1.0,,Bengaluru,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
3187,Iconic,4.1,921,16,27,Fashion & Textile,501.0,11,Gurugram,"['Work Life Balance', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
3188,Accurex Biomedical,4.5,215,8,16,Medical Equipment,201.0,40,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
3189,Mkc Infrastructure,3.6,1100,1,29,,501.0,61,Anjar,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
3190,El Seif Engineering Contracting,4.5,362,0,35,Engineering & Construction,51.0,49,Riyadh,"['Work Life Balance', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
3191,NACL Industries,4.2,869,3,22,Agro Chemicals,1.0,31,Hyderabad/secunderabad,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
3192,Alchemy Techsol India,3.6,1600,95,16,IT Services & Consulting,501.0,10,Bengaluru,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
3193,Alkyl Amines,4.2,1200,1,34,Chemicals,501.0,45,Mumbai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
3194,Yashi Consulting Services,4.1,311,10,44,IT Services & Consulting,51.0,19,Jaipur,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
3195,Mkc Infrastructure,3.6,1100,1,29,,501.0,61,Anjar,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
3196,NACL Industries,4.2,869,3,22,Agro Chemicals,1.0,31,Hyderabad/secunderabad,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
3197,Alchemy Techsol India,3.6,1600,95,16,IT Services & Consulting,501.0,10,Bengaluru,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
3198,El Seif Engineering Contracting,4.5,362,0,35,Engineering & Construction,51.0,49,Riyadh,"['Work Life Balance', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
3199,TÜV Rheinland,4.0,1100,1,29,Law Enforcement & Security,501.0,152,Cologne,"['Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
3200,CK Birla Group,4.2,1200,2,28,Building Material,1.0,162,New delhi,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['Promotions / Appraisal']
3201,Inventia Healthcare,4.0,1600,5,30,Pharma,501.0,39,Mumbai,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
3202,Cochin Shipyard,4.1,1100,0,28,Ports & Shipping,1.0,52,Ernakulam,"['Company Culture', ' Skill Development / Learning', ' Work Satisfaction']","['Promotions / Appraisal', ' Job Security']"
3203,BridgeLabz Solutions,3.5,473,7,78,EdTech,201.0,8,Mumbai,['nan'],"['Salary & Benefits', ' Job Security', ' Promotions / Appraisal']"
3204,MeritNation,3.7,1100,16,19,EdTech,51.0,36,New delhi,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
3205,Hindustan Syringes & Medical Devices,4.1,987,33,29,Medical Equipment,51.0,67,Faridabad,"['Job Security', ' Salary & Benefits', ' Company Culture']",['nan']
3206,Addverb Technologies,3.3,1400,12,33,Industrial Automation,501.0,8,Noida,['nan'],"['Work Life Balance', ' Job Security', ' Work Satisfaction']"
3207,Zimetrics Technologies,4.6,551,22,115,IT Services & Consulting,201.0,9,Pune,"['Company Culture', ' Job Security', ' Work Satisfaction']",['nan']
3208,Mahagun India,3.3,1100,1,19,Real Estate,501.0,29,Noida,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
3209,Ordnance Factory,4.5,534,0,26,Government,50.0,249,Kolkata,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
